init_node,term_node,flow,travel time
357,347,1941.3691981109619,0.2806255561939503
357,356,0.0,2.0
357,358,0.0,2.0
357,373,1591.583129139353,2.002263230117295
358,333,0.0,2.079924242
358,357,0.0,2.0
358,359,37.759639840707344,0.7200757583002294
358,363,32.86087753721227,1.7200757584113653
359,202,0.0,0.5
359,358,32.86087753721227,0.72007575817221
359,360,1992.449085564436,0.5014573327127839
360,176,2048.9141041403,0.6448436252830063
360,359,32.86087753721227,0.5000000001195777
360,361,1992.449085564436,0.5014573327127839
361,33,6654.973003914838,0.15081878668443205
361,48,0.0,1.0
361,360,2081.7749816775136,0.5019060199044353
361,362,356.71546752322104,2.0000057114106045
361,378,4494.5602748772,2.1320859480890717
362,10,356.71546752322104,1.0000028557053022
362,361,44.75276321554553,2.000000001417912
363,358,37.759639840707344,1.7200757587171707
363,375,34.5616852926917,0.27992424208191885
364,19,863.4893335678186,1.0000980716099537
364,365,722.8360744444968,2.000096303978451
365,158,807.0000000000002,0.5030301587505787
365,364,863.4893335678186,2.0001961432199074
365,366,61.13607444449667,0.5000000012301327
366,124,0.0,0.5
366,365,1008.7893335678186,0.5000913455605448
366,367,132.25470819393783,0.8598485313559986
367,351,0.0,2.0
367,366,214.88933356781868,0.8598488084404076
367,368,132.5360744444967,0.7200757971648696
367,384,0.0,2.279924242
368,367,214.88933356781868,0.7200760288635308
368,369,132.5360744444967,1.42007583523782
369,34,1987.8204943214662,0.14908217953892244
369,49,0.0,1.0
369,353,1809.1633273942073,2.0038390700614768
369,368,214.88933356781868,1.4200762921753693
369,370,2050.074083264938,1.003072713153651
370,354,1021.4099307766841,2.0003892427817784
370,369,1029.9546245899269,1.000197389099325
370,371,1028.6641524882536,1.000189493426538
370,386,0.0,2.0
371,355,818.2786055078266,2.0001501805012083
371,370,505.00260368547015,1.000010226898919
371,372,387.585546980427,2.000007956488912
371,387,144.63473822777175,2.0000001545003068
372,356,0.0,2.0
372,371,167.95200463021277,2.0000002822597778
372,373,387.585546980427,2.000007956488912
372,388,0.0,2.0
373,35,1895.8175519742983,0.14907978318886728
373,50,0.0,1.0
373,357,1941.3691981109619,2.0050107428276993
373,372,167.95200463021277,2.0000002822597778
373,374,1024.422973774977,1.420351567829176
374,247,0.0,0.5
374,373,471.16993299072345,1.4200881384533228
374,375,1024.422973774977,0.5800368759952076
375,219,327.50565733433183,0.5000821877120316
375,363,37.759639840707344,0.27992424211671196
375,374,238.00445659052383,0.5799245723278507
375,376,660.8584843554173,0.7200997736798438
375,390,0.0,2.0
376,204,477.4783150060103,0.5003670801655992
376,375,205.14357905331153,0.7200759790961524
376,377,186.1516663244504,0.5000001059798326
377,174,2.547270929429817,0.5000000000003497
377,376,205.36780509892498,0.5000001542240571
377,378,186.1855563770387,0.500000106059983
378,36,4359.222238933213,0.14936144537392557
378,51,0.0,1.0
378,361,4986.501029729572,2.2157261155870422
378,377,1.2096331401926526,0.5000000000000002
378,379,334.6505887679178,2.000004422862404
379,9,334.6505887679178,1.000002211431202
379,378,1430.229294190006,2.0014674281463796
380,19,438.71066643218137,1.0000065347746512
380,381,315.1639255555034,2.0000034820316683
381,160,0.0,0.5
381,380,438.71066643218137,2.0000130695493024
381,382,315.1639255555034,0.5000008705079171
382,122,139.70137245830446,0.5000027284752211
382,381,185.01066643218132,0.5000001033420659
382,383,181.19076012538446,0.5799243526369108
383,382,185.01066643218132,0.5799243618611385
383,384,181.19076012538446,0.42007583814130256
384,367,0.0,2.279924242
384,383,185.01066643218132,0.42007584482299337
384,385,43.43844109105085,2.0000000012576584
384,401,137.7523190343336,2.000000127558483
385,34,669.2760675366483,0.14906850098497615
385,49,0.0,1.0
385,384,185.01066643218132,2.0000004133682636
385,386,651.9076742982269,1.0000318746573975
385,402,1848.555655011922,2.004120882105655
386,370,0.0,2.0
386,385,592.9329147923282,1.0000217941369784
386,387,651.9076742982269,1.0000318746573975
386,403,0.0,2.0
387,371,177.2,2.000000347857271
387,386,592.9329147923282,1.0000217941369784
387,388,718.6830567038298,2.0000941629084728
387,404,267.5296932465367,2.000001809111548
388,372,0.0,2.0
388,387,715.8278698110931,2.0000926228205658
388,389,610.8905662167657,2.000049163074578
388,405,107.79249048706427,2.0000000476180757
389,35,1550.0806786527412,0.14907344379837711
389,50,0.0,1.0
389,388,640.9332726284662,2.0000595317867247
389,390,3.3652705616746363,2.0000000000000524
389,406,1723.2169013766195,2.0031110475698366
390,375,0.0,2.0
390,389,138.1491165052212,2.0000001285461066
390,391,558.4838911329284,0.7200901256079639
390,407,2345.1789452045896,2.5923983832160937
391,249,70.53472365522651,0.5000002056035341
391,390,2483.3280617098117,0.724477565142528
391,392,1322.2366202034984,0.4203172479449738
392,207,0.0,0.5
392,391,1427.9282617652361,0.4203394897108135
392,393,4222.30012165683,0.4433865087079584
393,170,2420.9384700989717,0.7321937292114504
393,392,1427.9282617652361,0.4203394897108135
393,394,3578.412524716264,0.14415677364008492
394,36,3433.294052598951,0.14919000129459997
394,51,0.0,1.0
394,393,3204.9791349236466,0.14248637206908613
394,395,498.1494112320823,2.0000217332761405
394,396,1759.404222778487,0.5808932251904277
395,9,498.1494112320823,1.0000108666380703
395,394,807.2707058099937,2.0001514401707303
396,215,2793.144105638413,0.9314733819304016
396,394,320.1356646013954,0.5799253176441019
396,410,17.441862896015692,2.00000000003278
397,20,6087.1,1.2421909806447966
397,398,503.60000000000025,2.000022692853068
398,397,6087.1,2.484381961289593
398,399,503.60000000000025,0.5799308220678072
399,163,1471.424838993628,0.5334889890323349
399,398,6087.1,0.7203766628696704
399,400,869.5128531635501,0.5000504239956779
400,119,1541.114899788241,0.5402990356682759
400,399,7125.220898289843,0.7273395895292656
400,401,1673.2575899653045,0.14034533358934168
401,37,1805.9267951817674,0.14907775861362557
401,52,0.0,1.0
401,384,0.0,2.0
401,400,6221.626217356888,0.17739583090188882
402,37,6145.091220598487,0.15034011727895372
402,52,0.0,1.0
402,385,352.3834817521335,2.0000054405538363
402,403,919.5753554252533,1.0001261726616906
402,412,947.3652617722282,2.000284165501225
403,386,0.0,2.0
403,402,3325.5847522949384,1.0217877578137855
403,404,919.5753554252533,1.0001261726616906
404,387,243.97538240560306,2.000001250196241
404,403,3325.5847522949384,1.0217877578137855
404,405,1970.39997301965,2.005318686645688
404,413,1112.5347382277719,2.0005405533822334
405,388,74.89459718262707,2.0000000110959695
405,404,4170.589797276175,2.107569174911524
405,406,1830.7924635067143,2.0039640473597204
405,414,247.4,2.000001321736845
406,38,3903.3155482882803,0.14927427625292108
406,53,0.0,1.079924242
406,389,1463.1813292504214,2.001616866452435
406,405,3870.3843944588016,2.0798308041649536
406,415,1196.2000000000003,2.000722372838103
407,38,6033.877598188784,0.1502505322777696
407,53,0.0,1.059848485
407,390,555.1186205712537,2.5799744894249317
407,408,3458.7640281761232,1.1065258402748468
407,416,387.9000000000002,2.000007987766
408,211,2052.510451997192,0.6216206146455984
408,407,3158.460062368679,1.10049643139603
408,409,2031.6688177936435,0.5015020808664682
409,167,1037.2897170393842,0.5082722244610127
409,408,2031.911469804983,0.501705873216924
409,410,1038.316671937012,0.22012084276195226
410,396,1371.3174103573365,2.001246732059604
410,409,369.5411244756908,0.22007648237510735
410,411,37.0,2.000000000661231
411,8,37.0,1.0000000003306155
411,410,722.0999999999998,2.0000959258365776
412,21,947.3652617722282,1.0001420827506124
412,402,1347.0,2.001161493004144
413,21,1112.5347382277719,1.0002702766911167
413,404,1294.8,2.00099164671684
414,22,247.4,1.0000006608684224
414,405,375.1000000000001,2.0000069844863355
415,22,1196.2000000000003,1.0003611864190516
415,406,1149.2999999999997,2.000615573396167
416,23,387.9000000000002,1.000003993883
416,407,1522.5000000000002,2.001895725363342
