init_node,term_node,a0,a1
346,347,1.079924242,1.7640716467114877e-16
347,245,0.5,1.4288980338363053e-14
347,346,1.079924242,1.7640716467114877e-16
347,357,0.279924242,1.7640716467114877e-16
348,18,1,1.7640716467114877e-16
348,349,2,1.7640716467114877e-16
349,156,0.5,1.4288980338363053e-14
349,348,2,1.7640716467114877e-16
349,350,0.5,1.7640716467114877e-16
350,126,0.5,1.4288980338363053e-14
350,349,0.5,1.7640716467114877e-16
350,351,0.859848485,1.7640716467114877e-16
351,340,1.720075758,1.7640716467114877e-16
351,350,0.859848485,1.7640716467114877e-16
351,352,0.720075758,1.7640716467114877e-16
351,367,2,1.7640716467114877e-16
352,351,0.720075758,1.7640716467114877e-16
352,353,1.420075758,1.7640716467114877e-16
353,341,2,1.7640716467114877e-16
353,352,1.420075758,1.7640716467114877e-16
353,354,1,1.7640716467114877e-16
353,369,2,1.7640716467114877e-16
354,342,2,1.7640716467114877e-16
354,353,1,1.7640716467114877e-16
354,355,1,1.7640716467114877e-16
354,370,2,1.7640716467114877e-16
355,343,2,1.7640716467114877e-16
355,354,1,1.7640716467114877e-16
355,356,2,1.7640716467114877e-16
355,371,2,1.7640716467114877e-16
356,344,2,1.7640716467114877e-16
356,355,2,1.7640716467114877e-16
356,357,2,1.7640716467114877e-16
356,372,2,1.7640716467114877e-16
357,347,0.279924242,1.7640716467114877e-16
357,356,2,1.7640716467114877e-16
357,358,2,1.7640716467114877e-16
357,373,2,1.7640716467114877e-16
358,333,2.079924242,1.7640716467114877e-16
358,357,2,1.7640716467114877e-16
358,359,0.720075758,1.7640716467114877e-16
358,363,1.720075758,1.7640716467114877e-16
359,202,0.5,1.4288980338363053e-14
359,358,0.720075758,1.7640716467114877e-16
359,360,0.5,1.7640716467114877e-16
360,176,0.5,1.4288980338363053e-14
360,359,0.5,1.7640716467114877e-16
360,361,0.5,1.7640716467114877e-16
361,33,0.149068323,5.951262115103313e-18
361,48,1,1.7640716467114877e-16
361,360,0.5,1.7640716467114877e-16
361,362,2,1.7640716467114877e-16
361,378,2,1.7640716467114877e-16
362,10,1,1.7640716467114877e-16
362,361,2,1.7640716467114877e-16
363,358,1.720075758,1.7640716467114877e-16
363,375,0.279924242,1.7640716467114877e-16
364,19,1,1.7640716467114877e-16
364,365,2,1.7640716467114877e-16
365,158,0.5,1.4288980338363053e-14
365,364,2,1.7640716467114877e-16
365,366,0.5,1.7640716467114877e-16
366,124,0.5,1.4288980338363053e-14
366,365,0.5,1.7640716467114877e-16
366,367,0.859848485,1.7640716467114877e-16
367,351,2,1.7640716467114877e-16
367,366,0.859848485,1.7640716467114877e-16
367,368,0.720075758,1.7640716467114877e-16
367,384,2.279924242,1.7640716467114877e-16
368,367,0.720075758,1.7640716467114877e-16
368,369,1.420075758,1.7640716467114877e-16
369,34,0.149068323,5.951262115103313e-18
369,49,1,1.7640716467114877e-16
369,353,2,1.7640716467114877e-16
369,368,1.420075758,1.7640716467114877e-16
369,370,1,1.7640716467114877e-16
370,354,2,1.7640716467114877e-16
370,369,1,1.7640716467114877e-16
370,371,1,1.7640716467114877e-16
370,386,2,1.7640716467114877e-16
371,355,2,1.7640716467114877e-16
371,370,1,1.7640716467114877e-16
371,372,2,1.7640716467114877e-16
371,387,2,1.7640716467114877e-16
372,356,2,1.7640716467114877e-16
372,371,2,1.7640716467114877e-16
372,373,2,1.7640716467114877e-16
372,388,2,1.7640716467114877e-16
373,35,0.149068323,5.951262115103313e-18
373,50,1,1.7640716467114877e-16
373,357,2,1.7640716467114877e-16
373,372,2,1.7640716467114877e-16
373,374,1.420075758,1.7640716467114877e-16
374,247,0.5,1.4288980338363053e-14
374,373,1.420075758,1.7640716467114877e-16
374,375,0.579924242,1.7640716467114877e-16
375,219,0.5,1.4288980338363053e-14
375,363,0.279924242,1.7640716467114877e-16
375,374,0.579924242,1.7640716467114877e-16
375,376,0.720075758,1.7640716467114877e-16
375,390,2,1.7640716467114877e-16
376,204,0.5,1.4288980338363053e-14
376,375,0.720075758,1.7640716467114877e-16
376,377,0.5,1.7640716467114877e-16
377,174,0.5,1.4288980338363053e-14
377,376,0.5,1.7640716467114877e-16
377,378,0.5,1.7640716467114877e-16
378,36,0.149068323,5.951262115103313e-18
378,51,1,1.7640716467114877e-16
378,361,2,1.7640716467114877e-16
378,377,0.5,1.7640716467114877e-16
378,379,2,1.7640716467114877e-16
379,9,1,1.7640716467114877e-16
379,378,2,1.7640716467114877e-16
380,19,1,1.7640716467114877e-16
380,381,2,1.7640716467114877e-16
381,160,0.5,1.4288980338363053e-14
381,380,2,1.7640716467114877e-16
381,382,0.5,1.7640716467114877e-16
382,122,0.5,1.4288980338363053e-14
382,381,0.5,1.7640716467114877e-16
382,383,0.579924242,1.7640716467114877e-16
383,382,0.579924242,1.7640716467114877e-16
383,384,0.420075758,1.7640716467114877e-16
384,367,2.279924242,1.7640716467114877e-16
384,383,0.420075758,1.7640716467114877e-16
384,385,2,1.7640716467114877e-16
384,401,2,1.7640716467114877e-16
385,34,0.149068323,5.951262115103313e-18
385,49,1,1.7640716467114877e-16
385,384,2,1.7640716467114877e-16
385,386,1,1.7640716467114877e-16
385,402,2,1.7640716467114877e-16
386,370,2,1.7640716467114877e-16
386,385,1,1.7640716467114877e-16
386,387,1,1.7640716467114877e-16
386,403,2,1.7640716467114877e-16
387,371,2,1.7640716467114877e-16
387,386,1,1.7640716467114877e-16
387,388,2,1.7640716467114877e-16
387,404,2,1.7640716467114877e-16
388,372,2,1.7640716467114877e-16
388,387,2,1.7640716467114877e-16
388,389,2,1.7640716467114877e-16
388,405,2,1.7640716467114877e-16
389,35,0.149068323,5.951262115103313e-18
389,50,1,1.7640716467114877e-16
389,388,2,1.7640716467114877e-16
389,390,2,1.7640716467114877e-16
389,406,2,1.7640716467114877e-16
390,375,2,1.7640716467114877e-16
390,389,2,1.7640716467114877e-16
390,391,0.720075758,1.7640716467114877e-16
390,407,2.579924242,1.7640716467114877e-16
391,249,0.5,1.4288980338363053e-14
391,390,0.720075758,1.7640716467114877e-16
391,392,0.420075758,1.7640716467114877e-16
392,207,0.5,1.4288980338363053e-14
392,391,0.420075758,1.7640716467114877e-16
392,393,0.420075758,1.7640716467114877e-16
393,170,0.5,1.4288980338363053e-14
393,392,0.420075758,1.7640716467114877e-16
393,394,0.140151515,1.7640716467114877e-16
394,36,0.149068323,5.951262115103313e-18
394,51,1,1.7640716467114877e-16
394,393,0.140151515,1.7640716467114877e-16
394,395,2,1.7640716467114877e-16
394,396,0.579924242,1.7640716467114877e-16
395,9,1,1.7640716467114877e-16
395,394,2,1.7640716467114877e-16
396,215,0.5,1.4288980338363053e-14
396,394,0.579924242,1.7640716467114877e-16
396,410,2,1.7640716467114877e-16
397,20,1,1.7640716467114877e-16
397,398,2,1.7640716467114877e-16
398,397,2,1.7640716467114877e-16
398,399,0.579924242,1.7640716467114877e-16
399,163,0.5,1.4288980338363053e-14
399,398,0.579924242,1.7640716467114877e-16
399,400,0.5,1.7640716467114877e-16
400,119,0.5,1.4288980338363053e-14
400,399,0.5,1.7640716467114877e-16
400,401,0.140151515,1.7640716467114877e-16
401,37,0.149068323,5.951262115103313e-18
401,52,1,1.7640716467114877e-16
401,384,2,1.7640716467114877e-16
401,400,0.140151515,1.7640716467114877e-16
402,37,0.149068323,5.951262115103313e-18
402,52,1,1.7640716467114877e-16
402,385,2,1.7640716467114877e-16
402,403,1,1.7640716467114877e-16
402,412,2,1.7640716467114877e-16
403,386,2,1.7640716467114877e-16
403,402,1,1.7640716467114877e-16
403,404,1,1.7640716467114877e-16
404,387,2,1.7640716467114877e-16
404,403,1,1.7640716467114877e-16
404,405,2,1.7640716467114877e-16
404,413,2,1.7640716467114877e-16
405,388,2,1.7640716467114877e-16
405,404,2,1.7640716467114877e-16
405,406,2,1.7640716467114877e-16
405,414,2,1.7640716467114877e-16
406,38,0.149068323,5.951262115103313e-18
406,53,1.079924242,1.7640716467114877e-16
406,389,2,1.7640716467114877e-16
406,405,2,1.7640716467114877e-16
406,415,2,1.7640716467114877e-16
407,38,0.149068323,5.951262115103313e-18
407,53,1.059848485,1.7640716467114877e-16
407,390,2.579924242,1.7640716467114877e-16
407,408,1.079924242,1.7640716467114877e-16
407,416,2,1.7640716467114877e-16
408,211,0.5,1.4288980338363053e-14
408,407,1.079924242,1.7640716467114877e-16
408,409,0.5,1.7640716467114877e-16
409,167,0.5,1.4288980338363053e-14
409,408,0.5,1.7640716467114877e-16
409,410,0.220075758,1.7640716467114877e-16
410,396,2,1.7640716467114877e-16
410,409,0.220075758,1.7640716467114877e-16
410,411,2,1.7640716467114877e-16
411,8,1,1.7640716467114877e-16
411,410,2,1.7640716467114877e-16
412,21,1,1.7640716467114877e-16
412,402,2,1.7640716467114877e-16
413,21,1,1.7640716467114877e-16
413,404,2,1.7640716467114877e-16
414,22,1,1.7640716467114877e-16
414,405,2,1.7640716467114877e-16
415,22,1,1.7640716467114877e-16
415,406,2,1.7640716467114877e-16
416,23,1,1.7640716467114877e-16
416,407,2,1.7640716467114877e-16
